epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,8130.99,0.63733,0.51869,1.08043,0.87507,0.82104,0.90936,0.75331,0.67341,0.74829,1.24947,0.000176982,0.000176982,0.000176982
179,8176.71,0.63211,0.50012,1.07216,0.8794,0.81585,0.90323,0.74842,0.67797,0.74501,1.25759,0.000169908,0.000169908,0.000169908
180,8222.85,0.6389,0.51676,1.08479,0.87922,0.82454,0.90786,0.74823,0.68255,0.72222,1.25993,0.000162835,0.000162835,0.000162835
181,8267.86,0.61671,0.50653,1.07296,0.86793,0.83364,0.91144,0.75419,0.6792,0.71513,1.25567,0.000155761,0.000155761,0.000155761
182,8313.34,0.61615,0.49243,1.07302,0.8963,0.82233,0.9178,0.75575,0.6776,0.70314,1.2547,0.000148687,0.000148687,0.000148687
183,8358.63,0.6134,0.49403,1.06467,0.87633,0.83506,0.91544,0.7534,0.67841,0.70551,1.25403,0.000141614,0.000141614,0.000141614
184,8404.76,0.61727,0.48764,1.06477,0.87118,0.84562,0.91609,0.7564,0.67512,0.70789,1.25072,0.00013454,0.00013454,0.00013454
185,8451.42,0.62558,0.49662,1.07228,0.87028,0.84256,0.90825,0.74782,0.67555,0.73085,1.25171,0.000127467,0.000127467,0.000127467
186,8497.03,0.61743,0.48784,1.06892,0.86646,0.83671,0.90394,0.74509,0.67757,0.7504,1.25362,0.000120393,0.000120393,0.000120393
187,8542.79,0.61583,0.49296,1.07292,0.86775,0.83973,0.90598,0.74824,0.67509,0.74252,1.25225,0.00011332,0.00011332,0.00011332
188,8588.56,0.61753,0.49438,1.07024,0.86434,0.85298,0.90817,0.75557,0.67096,0.73177,1.25023,0.000106246,0.000106246,0.000106246
189,8633.65,0.61206,0.47796,1.06932,0.84528,0.84522,0.90056,0.74646,0.67131,0.75302,1.24697,9.91726e-05,9.91726e-05,9.91726e-05
190,8679.14,0.60397,0.47681,1.06449,0.84456,0.83996,0.89801,0.74512,0.66852,0.76812,1.24326,9.20991e-05,9.20991e-05,9.20991e-05
191,8724.62,0.45682,0.29262,0.95758,0.84528,0.83024,0.88916,0.7346,0.665,0.78684,1.24065,8.50255e-05,8.50255e-05,8.50255e-05
192,8768.89,0.44476,0.28626,0.94672,0.87264,0.81163,0.88736,0.73381,0.66024,0.7805,1.23759,7.7952e-05,7.7952e-05,7.7952e-05
193,8812.14,0.43477,0.27348,0.93879,0.86331,0.81698,0.88655,0.73045,0.66498,0.79082,1.24046,7.08784e-05,7.08784e-05,7.08784e-05
194,8854.67,0.42715,0.26713,0.9426,0.84317,0.83604,0.89186,0.73769,0.66672,0.77876,1.24389,6.38049e-05,6.38049e-05,6.38049e-05
195,8897.84,0.42597,0.26584,0.93737,0.84688,0.83436,0.8929,0.74232,0.66522,0.77266,1.24296,5.67313e-05,5.67313e-05,5.67313e-05
196,8940.82,0.42465,0.26212,0.93404,0.84522,0.83523,0.8948,0.74277,0.66682,0.77118,1.24409,4.96578e-05,4.96578e-05,4.96578e-05
197,8984.64,0.41937,0.26127,0.92391,0.87375,0.81884,0.89547,0.74237,0.66811,0.77417,1.24555,4.25842e-05,4.25842e-05,4.25842e-05
198,9028.27,0.4178,0.26057,0.93329,0.88157,0.81595,0.89604,0.74323,0.66848,0.76976,1.24568,3.55107e-05,3.55107e-05,3.55107e-05
199,9070.72,0.41779,0.26039,0.92519,0.87313,0.81595,0.89463,0.74229,0.66813,0.78354,1.24524,2.84371e-05,2.84371e-05,2.84371e-05
200,9114.68,0.41172,0.25674,0.92317,0.86063,0.82026,0.8938,0.74331,0.66886,0.79416,1.24623,2.13636e-05,2.13636e-05,2.13636e-05
